INSERT INTO PossibleTA VALUES ('48', 'PY52004');
INSERT INTO PossibleTA VALUES ('458', 'PY22002');
INSERT INTO PossibleTA VALUES ('951', 'DJ41005');
INSERT INTO PossibleTA VALUES ('979', 'PY50432');
INSERT INTO PossibleTA VALUES ('651', 'PY50003');
INSERT INTO PossibleTA VALUES ('484', 'AC52039');
INSERT INTO PossibleTA VALUES ('51', 'BS42028');
INSERT INTO PossibleTA VALUES ('970', 'MA32007');
INSERT INTO PossibleTA VALUES ('856', 'LW52122');
INSERT INTO PossibleTA VALUES ('44', 'BU11001b');
INSERT INTO PossibleTA VALUES ('867', 'BS42023');
INSERT INTO PossibleTA VALUES ('272', 'BS42009');
INSERT INTO PossibleTA VALUES ('968', 'NB30101');
INSERT INTO PossibleTA VALUES ('256', 'MA32009');
INSERT INTO PossibleTA VALUES ('608', 'ME51013');
INSERT INTO PossibleTA VALUES ('291', 'ME51013');
INSERT INTO PossibleTA VALUES ('668', 'BS42009');
INSERT INTO PossibleTA VALUES ('579', 'ME51013');
INSERT INTO PossibleTA VALUES ('42', 'LW51128');
INSERT INTO PossibleTA VALUES ('538', 'MA32009');
INSERT INTO PossibleTA VALUES ('775', 'AC51041');
INSERT INTO PossibleTA VALUES ('815', 'AC53008');
INSERT INTO PossibleTA VALUES ('275', 'BS21001');
INSERT INTO PossibleTA VALUES ('368', 'MA12002');
INSERT INTO PossibleTA VALUES ('260', 'BS21001');
INSERT INTO PossibleTA VALUES ('392', 'BU11003');
INSERT INTO PossibleTA VALUES ('998', 'DS52025');
INSERT INTO PossibleTA VALUES ('824', 'LW41019');
INSERT INTO PossibleTA VALUES ('540', 'DS53002');
INSERT INTO PossibleTA VALUES ('436', 'BU99992');
INSERT INTO PossibleTA VALUES ('312', 'BS31013');
INSERT INTO PossibleTA VALUES ('864', 'PY22002');
INSERT INTO PossibleTA VALUES ('960', 'NB30119');
INSERT INTO PossibleTA VALUES ('379', 'BS42019');
INSERT INTO PossibleTA VALUES ('996', 'BU42021');
INSERT INTO PossibleTA VALUES ('691', 'AC52013');
INSERT INTO PossibleTA VALUES ('348', 'LW51128');
INSERT INTO PossibleTA VALUES ('740', 'NB30101');
INSERT INTO PossibleTA VALUES ('818', 'DJ21015');
INSERT INTO PossibleTA VALUES ('90', 'BU40009');
INSERT INTO PossibleTA VALUES ('24', 'DJ51036');
INSERT INTO PossibleTA VALUES ('998', 'LW41019');
INSERT INTO PossibleTA VALUES ('263', 'MA53003');
INSERT INTO PossibleTA VALUES ('776', 'DS51005');
INSERT INTO PossibleTA VALUES ('995', 'PY50432');
INSERT INTO PossibleTA VALUES ('56', 'BBU999915');
INSERT INTO PossibleTA VALUES ('957', 'PY52004');
INSERT INTO PossibleTA VALUES ('183', 'BU30022');
INSERT INTO PossibleTA VALUES ('939', 'LW41019');
INSERT INTO PossibleTA VALUES ('522', 'ME51013');
INSERT INTO PossibleTA VALUES ('722', 'BS21001');
INSERT INTO PossibleTA VALUES ('784', 'BU99992');
INSERT INTO PossibleTA VALUES ('128', 'DS52023');
INSERT INTO PossibleTA VALUES ('982', 'BS42019');
INSERT INTO PossibleTA VALUES ('735', 'PY50432');
INSERT INTO PossibleTA VALUES ('288', 'PY40024');
INSERT INTO PossibleTA VALUES ('767', 'DS51005');
INSERT INTO PossibleTA VALUES ('164', 'MA31007');
INSERT INTO PossibleTA VALUES ('180', 'DS52023');
INSERT INTO PossibleTA VALUES ('384', 'BU11003');
INSERT INTO PossibleTA VALUES ('986', 'BU21001');
INSERT INTO PossibleTA VALUES ('691', 'BU40025');
INSERT INTO PossibleTA VALUES ('560', 'NB30006');
INSERT INTO PossibleTA VALUES ('67', 'LW31035');
INSERT INTO PossibleTA VALUES ('895', 'LW21002');
INSERT INTO PossibleTA VALUES ('859', 'AC41012');
INSERT INTO PossibleTA VALUES ('420', 'GE31020');
INSERT INTO PossibleTA VALUES ('530', 'DS52023');
INSERT INTO PossibleTA VALUES ('439', 'NB30006');
INSERT INTO PossibleTA VALUES ('683', 'BU21001');
INSERT INTO PossibleTA VALUES ('128', 'NB30127');
INSERT INTO PossibleTA VALUES ('442', 'LW31002');
INSERT INTO PossibleTA VALUES ('920', 'NB30115');
INSERT INTO PossibleTA VALUES ('712', 'BU12003');
INSERT INTO PossibleTA VALUES ('664', 'LW31002');
INSERT INTO PossibleTA VALUES ('752', 'BS42023');
INSERT INTO PossibleTA VALUES ('122', 'LW41019');
INSERT INTO PossibleTA VALUES ('402', 'BS31013');
INSERT INTO PossibleTA VALUES ('775', 'BU99992');
INSERT INTO PossibleTA VALUES ('100', 'BU42002');
INSERT INTO PossibleTA VALUES ('242', 'PY40031');
INSERT INTO PossibleTA VALUES ('800', 'AC31009');
INSERT INTO PossibleTA VALUES ('914', 'LW31002');
INSERT INTO PossibleTA VALUES ('383', 'BU30005');
INSERT INTO PossibleTA VALUES ('103', 'BS42023');
INSERT INTO PossibleTA VALUES ('644', 'PY40031');
INSERT INTO PossibleTA VALUES ('875', 'DJ21015');
INSERT INTO PossibleTA VALUES ('19', 'PY22002');
INSERT INTO PossibleTA VALUES ('259', 'AC21009');
INSERT INTO PossibleTA VALUES ('808', 'GE52030');
INSERT INTO PossibleTA VALUES ('816', 'PY40028');
INSERT INTO PossibleTA VALUES ('147', 'PY5XXX1');
INSERT INTO PossibleTA VALUES ('447', 'BS42017');
INSERT INTO PossibleTA VALUES ('976', 'PY22002');
INSERT INTO PossibleTA VALUES ('950', 'MA53003');
INSERT INTO PossibleTA VALUES ('984', 'LW41001');
INSERT INTO PossibleTA VALUES ('478', 'DJ21015');
INSERT INTO PossibleTA VALUES ('30', 'GE52030');
INSERT INTO PossibleTA VALUES ('736', 'LW51144');
INSERT INTO PossibleTA VALUES ('131', 'BS21011');
INSERT INTO PossibleTA VALUES ('643', 'MA12002');
INSERT INTO PossibleTA VALUES ('696', 'NB30101');
INSERT INTO PossibleTA VALUES ('736', 'BU30008');
INSERT INTO PossibleTA VALUES ('882', 'BS42013');
INSERT INTO PossibleTA VALUES ('16', 'BS31013');
INSERT INTO PossibleTA VALUES ('939', 'MA32006');
INSERT INTO PossibleTA VALUES ('574', 'PY50003');
INSERT INTO PossibleTA VALUES ('615', 'GE31020');
INSERT INTO PossibleTA VALUES ('378', 'GM51067');
INSERT INTO PossibleTA VALUES ('965', 'BBU999915');
INSERT INTO PossibleTA VALUES ('75', 'PY40024');
INSERT INTO PossibleTA VALUES ('556', 'PY5XXX3');
INSERT INTO PossibleTA VALUES ('207', 'NB30006');
INSERT INTO PossibleTA VALUES ('152', 'LW31002');
INSERT INTO PossibleTA VALUES ('730', 'BU99992');
INSERT INTO PossibleTA VALUES ('827', 'BU30011');
INSERT INTO PossibleTA VALUES ('934', 'AC52001');
INSERT INTO PossibleTA VALUES ('634', 'PY40028');
INSERT INTO PossibleTA VALUES ('755', 'LW31002');
INSERT INTO PossibleTA VALUES ('916', 'AC21009');
INSERT INTO PossibleTA VALUES ('308', 'MA53002');
INSERT INTO PossibleTA VALUES ('615', 'BU30022');
INSERT INTO PossibleTA VALUES ('691', 'MA53003');
INSERT INTO PossibleTA VALUES ('91', 'PY5XXX3');
INSERT INTO PossibleTA VALUES ('282', 'BU21001');
INSERT INTO PossibleTA VALUES ('494', 'MA12002');
INSERT INTO PossibleTA VALUES ('180', 'BU30022');
INSERT INTO PossibleTA VALUES ('190', 'BS31013');
INSERT INTO PossibleTA VALUES ('375', 'BU11001b');
INSERT INTO PossibleTA VALUES ('827', 'PY40031');
INSERT INTO PossibleTA VALUES ('362', 'DS51005');
INSERT INTO PossibleTA VALUES ('506', 'AC52013');
INSERT INTO PossibleTA VALUES ('596', 'BS21001');
INSERT INTO PossibleTA VALUES ('822', 'PY5XXX3');
INSERT INTO PossibleTA VALUES ('371', 'PY22002');
INSERT INTO PossibleTA VALUES ('870', 'PY50003');
INSERT INTO PossibleTA VALUES ('580', 'BBU999915');
INSERT INTO PossibleTA VALUES ('328', 'BS32026');
INSERT INTO PossibleTA VALUES ('91', 'NB30006');
INSERT INTO PossibleTA VALUES ('339', 'AC53008');
INSERT INTO PossibleTA VALUES ('655', 'BU30005');
INSERT INTO PossibleTA VALUES ('563', 'DS52023');
INSERT INTO PossibleTA VALUES ('620', 'LW51144');
INSERT INTO PossibleTA VALUES ('787', 'BU30005');
INSERT INTO PossibleTA VALUES ('188', 'GM52007');
INSERT INTO PossibleTA VALUES ('892', 'AC31009');
INSERT INTO PossibleTA VALUES ('64', 'BU30002');
INSERT INTO PossibleTA VALUES ('888', 'PY40028');
INSERT INTO PossibleTA VALUES ('167', 'AC21009');
INSERT INTO PossibleTA VALUES ('103', 'DJ53006');
INSERT INTO PossibleTA VALUES ('715', 'AC53008');
INSERT INTO PossibleTA VALUES ('600', 'BU21003');
INSERT INTO PossibleTA VALUES ('895', 'DJ41005');
INSERT INTO PossibleTA VALUES ('411', 'LW52122');
INSERT INTO PossibleTA VALUES ('892', 'AC53008');
INSERT INTO PossibleTA VALUES ('835', 'BU40025');
INSERT INTO PossibleTA VALUES ('400', 'PY40024');
INSERT INTO PossibleTA VALUES ('388', 'DS52006');
INSERT INTO PossibleTA VALUES ('764', 'GM51075');
INSERT INTO PossibleTA VALUES ('439', 'BU21001');
INSERT INTO PossibleTA VALUES ('208', 'AC53008');
INSERT INTO PossibleTA VALUES ('883', 'GM51075');
INSERT INTO PossibleTA VALUES ('595', 'BU11001b');
INSERT INTO PossibleTA VALUES ('495', 'BU12003');
INSERT INTO PossibleTA VALUES ('563', 'BS42023');
INSERT INTO PossibleTA VALUES ('840', 'LW31035');
INSERT INTO PossibleTA VALUES ('991', 'MA32007');
INSERT INTO PossibleTA VALUES ('636', 'BBU999915');
INSERT INTO PossibleTA VALUES ('162', 'BS42013');
INSERT INTO PossibleTA VALUES ('754', 'DJ53006');
INSERT INTO PossibleTA VALUES ('680', 'DJ51036');
INSERT INTO PossibleTA VALUES ('263', 'GE52030');
INSERT INTO PossibleTA VALUES ('859', 'BU99992');
INSERT INTO PossibleTA VALUES ('458', 'NB30127');
INSERT INTO PossibleTA VALUES ('997', 'PY40018');
INSERT INTO PossibleTA VALUES ('244', 'DJ41005');
INSERT INTO PossibleTA VALUES ('172', 'ME51013');
INSERT INTO PossibleTA VALUES ('782', 'NB30127');
INSERT INTO PossibleTA VALUES ('216', 'LW51144');
INSERT INTO PossibleTA VALUES ('658', 'BU22005');
INSERT INTO PossibleTA VALUES ('360', 'BS32026');
INSERT INTO PossibleTA VALUES ('628', 'PY5XXX3');
INSERT INTO PossibleTA VALUES ('2', 'NB30115');
INSERT INTO PossibleTA VALUES ('260', 'NB30101');
INSERT INTO PossibleTA VALUES ('448', 'DS52023');
INSERT INTO PossibleTA VALUES ('800', 'MA32009');
INSERT INTO PossibleTA VALUES ('148', 'AC22006');
INSERT INTO PossibleTA VALUES ('474', 'LW51144');
INSERT INTO PossibleTA VALUES ('531', 'NB30127');
INSERT INTO PossibleTA VALUES ('16', 'AC52013');
INSERT INTO PossibleTA VALUES ('232', 'DJ52039');
INSERT INTO PossibleTA VALUES ('986', 'AC52013');
INSERT INTO PossibleTA VALUES ('610', 'AC41012');
INSERT INTO PossibleTA VALUES ('794', 'PY54008');
INSERT INTO PossibleTA VALUES ('500', 'DJ53006');
INSERT INTO PossibleTA VALUES ('160', 'DJ51036');
INSERT INTO PossibleTA VALUES ('80', 'DS52023');
INSERT INTO PossibleTA VALUES ('20', 'BS42028');
INSERT INTO PossibleTA VALUES ('10', 'LW31035');
INSERT INTO PossibleTA VALUES ('172', 'DJ51036');
INSERT INTO PossibleTA VALUES ('428', 'DS52023');
INSERT INTO PossibleTA VALUES ('544', 'DS52006');
INSERT INTO PossibleTA VALUES ('216', 'LW31002');
INSERT INTO PossibleTA VALUES ('222', 'BU21003');
INSERT INTO PossibleTA VALUES ('735', 'BS32026');
INSERT INTO PossibleTA VALUES ('628', 'BS42009');
INSERT INTO PossibleTA VALUES ('964', 'PY40018');
INSERT INTO PossibleTA VALUES ('356', 'LW31002');
INSERT INTO PossibleTA VALUES ('568', 'DJ52027');
INSERT INTO PossibleTA VALUES ('20', 'BS31013');
INSERT INTO PossibleTA VALUES ('227', 'DS52002');
INSERT INTO PossibleTA VALUES ('56', 'NB30115');
INSERT INTO PossibleTA VALUES ('963', 'BU30022');
INSERT INTO PossibleTA VALUES ('675', 'MA31007');
INSERT INTO PossibleTA VALUES ('236', 'BS42009');
INSERT INTO PossibleTA VALUES ('311', 'BS42017');
INSERT INTO PossibleTA VALUES ('974', 'PY40024');
INSERT INTO PossibleTA VALUES ('940', 'BS42023');
INSERT INTO PossibleTA VALUES ('300', 'DS52023');
INSERT INTO PossibleTA VALUES ('663', 'DJ53006');
INSERT INTO PossibleTA VALUES ('647', 'BS31013');
INSERT INTO PossibleTA VALUES ('634', 'LW31002');
INSERT INTO PossibleTA VALUES ('360', 'BS21001');
INSERT INTO PossibleTA VALUES ('160', 'BS32031');
INSERT INTO PossibleTA VALUES ('108', 'BU12003');
INSERT INTO PossibleTA VALUES ('159', 'MA32006');
INSERT INTO PossibleTA VALUES ('759', 'AC41012');
INSERT INTO PossibleTA VALUES ('275', 'LW21002');
